"areaCode","population"
"E02005739",9130
"E02005740",10319
"E02005741",8564
"E02003652",11280
"E02003653",6949
"E02003654",5837
"E02003655",10325
"E02003656",6487
"E02003657",7036
"E02003658",9299
"E02003659",10032
"E02003660",10409
"E02003661",6068
"E02003662",6726
"E02003663",13397
"E02003664",8893
"E02003665",6438
"E02003666",8649
"E02003667",9944
"E02003668",9078
"E02003669",8002
"E02003670",9989
"E02003671",6244
"E02003672",11414
"E02003673",9225
"E02003674",5559
"E02003675",9571
"E02003676",7969
"E02003677",10208
"E02003678",5715
"E02003679",7133
"E02003680",9646
"E02003681",10773
"E02003682",7648
"E02003683",7214
"E02003685",8013
"E02003686",7354
"E02003687",5770
"E02006823",8776
"E02003688",12742
"E02003689",9100
"E02003690",7039
"E02003691",6920
"E02003692",8942
"E02003693",6766
"E02003694",7925
"E02003695",11039
"E02003696",7915
"E02003697",5862
"E02003698",7990
"E02003699",5500
"E02003701",11490
"E02003702",7861
"E02003703",8377
"E02003704",5638
"E02003705",6885
"E02003706",6822
"E02003707",6926
"E02003708",9702
"E02003709",5624
"E02003710",12096
"E02003711",9612
"E02003712",7753
"E02003713",5732
"E02003714",6398
"E02003715",6315
"E02003716",5448
"E02003717",8788
"E02003718",5592
"E02006824",9191
"E02003719",8145
"E02003720",8477
"E02003721",8815
"E02003722",7711
"E02003723",10113
"E02003724",8984
"E02003725",15146
"E02003726",8450
"E02003727",8402
"E02003728",8893
"E02003729",7941
"E02003730",14776
"E02003731",9210
"E02003732",10103
"E02003733",8452
"E02003734",12404
"E02003735",9255
"E02003736",10184
"E02003737",14172
"E02003738",6297
"E02003739",6420
"E02003740",6327
"E02006825",6558
"E02003742",6661
"E02003743",11511
"E02003744",14403
"E02003745",10327
"E02003746",7690
"E02003747",12060
"E02003748",7792
"E02003749",6043
"E02003750",7396
"E02003751",7114
"E02003752",11083
"E02003753",11271
"E02003754",5629
"E02003755",8221
"E02003756",6989
"E02003757",6631
"E02003758",9558
"E02003759",5855
"E02003760",9287
"E02003761",5970
"E02003762",10484
"E02003763",9692
"E02003764",10731
"E02003765",7330
"E02003766",7442
"E02003767",6463
"E02003768",9821
"E02003769",7419
"E02003770",10443
"E02003771",6525
"E02003772",6733
"E02003773",10732
"E02003774",5759
"E02003775",6958
"E02003776",6660
"E02003777",8744
"E02003778",6469
"E02003779",5052
"E02003780",12066
"E02003781",6457
"E02003783",7682
"E02003784",8636
"E02003785",9243
"E02003786",6689
"E02003787",7330
"E02003788",7766
"E02003789",7260
"E02003790",9411
"E02003791",8155
"E02003792",9755
"E02003793",7062
"E02006873",9578
"E02006874",9931
"E02003965",11108
"E02003966",6990
"E02003967",8423
"E02003968",9111
"E02003969",6640
"E02003970",8112
"E02003971",7884
"E02003972",9113
"E02003973",8767
"E02003974",7796
"E02003975",7180
"E02003976",6707
"E02003977",6217
"E02003978",5529
"E02003979",7513
"E02003980",6535
"E02003981",6541
"E02003982",7681
"E02003983",7383
"E02003984",6550
"E02003985",6661
"E02003986",6116
"E02003987",5899
"E02003988",6610
"E02003989",7031
"E02003990",10428
"E02003991",7455
"E02003992",8092
"E02003993",8875
"E02003994",7196
"E02003995",9948
"E02003996",9398
"E02003997",9376
"E02003998",6707
"E02003999",11509
"E02004000",5144
"E02004001",5277
"E02004002",9888
"E02004003",11657
"E02004004",9933
"E02004005",7750
"E02004006",8623
"E02004007",9769
"E02004008",6324
"E02004009",6271
"E02004010",7570
"E02004011",10559
"E02004012",5488
"E02004013",9938
"E02004014",7604
"E02004015",6348
"E02004016",8269
"E02004017",8771
"E02004018",8515
"E02004019",7915
"E02004020",8795
"E02004021",5337
"E02004022",5528
"E02004023",6309
"E02004024",7298
"E02004025",7968
"E02004026",8011
"E02004027",8158
"E02004028",7683
"E02004029",7156
"E02004030",6027
"E02004031",7895
"E02004032",8562
"E02004033",9177
"E02004034",7277
"E02004035",6677
"E02004036",10427
"E02004037",8167
"E02004038",7832
"E02004039",8100
"E02004040",9754
"E02004041",7452
"E02004043",7394
"E02004044",8820
"E02006827",8112
"E02004045",9812
"E02004046",6346
"E02004047",6408
"E02004048",7072
"E02004049",7863
"E02004050",7908
"E02004051",10222
"E02004052",8684
"E02004053",7913
"E02004054",9077
"E02004055",7151
"E02004056",7914
"E02004057",7886
"E02004058",7895
"E02004059",7098
"E02004060",7654
"E02004061",7624
"E02004062",7788
"E02004063",7929
"E02004064",9737
"E02004065",8060
"E02004066",11632
"E02004067",6562
"E02004068",7333
"E02004069",6337
"E02004070",6138
"E02004071",5040
"E02004072",9396
"E02004073",9190
"E02004074",6138
"E02004075",7166
"E02004076",7507
"E02004077",8177
"E02004078",7117
"E02004080",9904
"E02004081",5943
"E02004082",6174
"E02004083",8226
"E02004084",6146
"E02004085",9033
"E02004086",7320
"E02004087",7888
"E02004088",7805
"E02004089",7222
"E02004090",6166
"E02004091",9415
"E02004092",9871
"E02006828",7102
"E02004093",6337
"E02004094",7297
"E02004095",10301
"E02004096",9669
"E02004097",7785
"E02004098",7205
"E02004100",8085
"E02004102",8407
"E02004103",7107
"E02004104",7420
"E02006872",13020
"E02004105",9541
"E02004106",6639
"E02004108",7514
"E02004109",6736
"E02004110",7402
"E02004111",5749
"E02004112",6512
"E02004113",10112
"E02004114",8036
"E02004115",9278
"E02004116",8378
"E02004117",7947
"E02006804",8372
"E02004118",7681
"E02004119",12146
"E02004120",10521
"E02004121",8893
"E02004122",7166
"E02004123",6868
"E02004124",7850
"E02004125",9239
"E02004126",7652
"E02004128",11684
"E02006919",11104
"E02006920",8712
"E02004129",5813
"E02004130",6026
"E02004131",5473
"E02004132",8883
"E02004133",9503
"E02004134",14549
"E02004135",8402
"E02004136",9146
"E02004137",5430
"E02004138",7564
"E02004139",6961
"E02004140",5159
"E02004141",6247
"E02004142",6895
"E02004143",6460
"E02004144",6987
"E02004145",6204
"E02004146",7381
"E02004147",7377
"E02004148",7620
"E02004149",11914
"E02004150",7058
"E02004151",9590
"E02004152",10262
"E02004153",7497
"E02004154",8640
"E02004155",7538
"E02004156",12645
"E02004157",6712
"E02004158",8151
"E02004159",12666
"E02004160",7217
"E02004161",8366
"E02004162",7259
"E02004163",7818
"E02004164",6919
"E02004165",8857
"E02004166",6947
"E02004167",7424
"E02004168",6370
"E02004169",7456
"E02004170",8881
"E02004171",8446
"E02004172",6465
"E02004173",7468
"E02004174",8057
"E02004175",5391
"E02004176",5457
"E02004177",5927
"E02004178",5394
"E02004179",9467
"E02004180",6370
"E02004181",5847
"E02004182",6303
"E02004183",5915
"E02004184",8803
"E02004185",6521
"E02004186",9604
"E02004187",10241
"E02004188",6930
"E02004189",6165
"E02004190",8429
"E02004191",8924
"E02004192",7612
"E02004193",11820
"E02004194",7373
"E02004195",5415
"E02004196",7834
"E02004197",7015
"E02004198",6461
"E02004199",5703
"E02004200",5195
"E02004201",5404
"E02004202",8666
"E02004203",5898
"E02004204",9786
"E02004205",8645
"E02004206",6759
"E02004207",6575
"E02004208",8473
"E02004209",8982
"E02004210",6792
"E02004211",6741
"E02004212",6141
"E02004213",8673
"E02004214",6289
"E02004215",5735
"E02004216",5573
"E02004217",8058
"E02004218",6207
"E02004219",5642
"E02004220",6082
"E02004221",6478
"E02004222",5978
"E02004223",12978
"E02004224",6513
"E02004225",6053
"E02004226",7363
"E02004227",10114
"E02004228",7160
"E02004229",9805
"E02004230",7559
"E02004231",6962
"E02004232",6724
"E02004233",12627
"E02004234",6049
"E02004235",6413
"E02004236",6043
"E02004237",8320
"E02004238",7523
"E02004239",6174
"E02004240",6365
"E02004241",9707
"E02004242",6420
"E02004243",6584
"E02004244",7498
"E02004245",7698
"E02004246",7494
"E02004247",6261
"E02004248",7629
"E02004249",5827
"E02004250",8040
"E02004251",6595
"E02004252",7755
"E02004253",9761
"E02004254",10248
"E02004255",7628
"E02004256",9242
"E02004257",8985
"E02004258",10339
"E02004259",7189
"E02004260",8971
"E02004261",10348
"E02004262",7997
"E02004263",5955
"E02004264",8780
"E02004265",8810
"E02004266",8798
"E02004267",5049
"E02004268",9702
"E02004269",9813
"E02004270",7893
"E02004271",9773
"E02004272",11909
"E02004273",7254
"E02004274",6511
"E02004275",7502
"E02004276",5502
"E02004277",12642
"E02004278",8938
"E02004279",8096
"E02004280",8312
"E02004281",7569
"E02004282",8692
"E02004283",8815
"E02004284",9689
"E02004285",7642
"E02004286",5150
"E02004287",5489
"E02004288",6099
"E02004289",7318
"E02004356",7394
"E02004357",7805
"E02004358",8022
"E02004359",8036
"E02004361",8182
"E02004362",8883
"E02004363",6966
"E02004364",8240
"E02004365",8381
"E02004366",7847
"E02004367",7227
"E02006857",8965
"E02006858",7376
"E02004368",8569
"E02004369",9659
"E02004370",8013
"E02004371",7208
"E02004372",7364
"E02004373",8822
"E02004374",7635
"E02004375",8490
"E02004376",7143
"E02004377",10931
"E02004378",8720
"E02004379",8061
"E02004380",9649
"E02004381",10129
"E02004382",6656
"E02004383",7708
"E02004384",7896
"E02004385",7742
"E02004386",6808
"E02004387",6429
"E02004388",7871
"E02004389",9695
"E02004390",8159
"E02004391",6722
"E02004392",9482
"E02004393",6517
"E02004394",8189
"E02004395",8347
"E02004396",9261
"E02004397",8756
"E02004398",9688
"E02004399",8290
"E02004400",10299
"E02004401",8169
"E02004402",9718
"E02004403",6914
"E02004404",6616
"E02004405",6422
"E02004406",7555
"E02004407",8138
"E02004408",8260
"E02004409",5463
"E02004410",8467
"E02004411",8613
"E02004412",8154
"E02004413",7175
"E02004414",6492
"E02004415",7111
"E02004416",6473
"E02004417",6263
"E02004418",5815
"E02004419",6216
"E02004420",14343
"E02004421",9540
"E02004422",11197
"E02004423",7506
"E02004424",7038
"E02004425",7292
"E02004426",8087
"E02004427",7923
"E02004428",6924
"E02004429",7312
"E02004430",8308
"E02004431",9851
"E02004432",7016
"E02004433",8987
"E02004434",8711
"E02004435",9464
"E02004436",8318
"E02004437",9334
"E02004438",9782
"E02004439",10121
"E02004440",8547
"E02004441",7685
"E02004442",8806
"E02004443",10241
"E02004444",9249
"E02004445",8562
"E02004446",6861
"E02004447",5858
"E02004448",7340
"E02004449",8521
"E02004450",6423
"E02004451",8919
"E02004452",9163
"E02004453",7345
"E02004454",9522
"E02004455",7895
"E02004456",9957
"E02004457",10512
"E02004458",9645
"E02004459",10519
"E02004460",9215
"E02004461",5883
"E02004462",11390
"E02004463",8123
"E02004464",10092
"E02004465",6264
"E02004466",8209
"E02004467",8397
"E02004468",10465
"E02004469",6993
"E02004470",12133
"E02004471",8537
"E02004472",6152
"E02004473",7912
"E02004474",7745
"E02004475",6793
"E02004476",8156
"E02004477",6064
"E02004478",6583
"E02004479",8397
"E02004480",7200
"E02004481",6820
"E02004482",8507
"E02004483",8422
"E02004484",7925
"E02004485",8829
"E02004486",8793
"E02004487",7686
"E02004488",9417
"E02004489",9343
"E02004490",8231
"E02004491",7795
"E02004492",9329
"E02004493",10491
"E02004494",13306
"E02004495",8455
"E02004496",8089
"E02004497",7825
"E02004498",9859
"E02004499",6751
"E02004500",9132
"E02004501",7027
"E02004502",7276
"E02004503",7953
"E02004504",7887
"E02004505",6075
"E02004506",7141
"E02004507",9877
"E02004508",6484
"E02004509",15662
"E02004512",11602
"E02004513",13797
"E02004514",5675
"E02004515",9150
"E02004516",14200
"E02004517",9147
"E02004518",7884
"E02004519",7287
"E02004520",9616
"E02004521",9422
"E02004522",12516
"E02004523",10426
"E02004524",8364
"E02004525",7688
"E02004526",7221
"E02006922",14041
"E02004527",8818
"E02004528",8463
"E02004529",6885
"E02004530",6573
"E02004531",7048
"E02004532",6476
"E02004533",7474
"E02004534",9065
"E02004535",5922
"E02004536",6207
"E02004537",9283
"E02004538",9848
"E02004539",8051
"E02004540",6031
"E02004541",11868
"E02004542",6805
"E02004543",7358
"E02004544",9184
"E02004545",7707
"E02004546",8076
"E02004547",9345
"E02004548",8603
"E02004549",7810
"E02004550",8343
"E02004551",7343
"E02004552",6288
"E02004553",7318
"E02004554",7263
"E02004555",6497
"E02004556",7504
"E02004557",8591
"E02004558",6919
"E02004559",7747
"E02004560",9216
"E02004561",10706
"E02004562",8221
"E02004563",6590
"E02004564",8278
"E02004565",15995
"E02004566",6112
"E02004567",8244
"E02004568",9200
"E02004569",8332
"E02004570",8881
"E02004571",8102
"E02004572",7893
"E02004573",6542
"E02004574",7969
"E02004575",11867
"E02004576",9041
"E02004577",5820
"E02004578",7381
"E02004579",7442
"E02004580",12150
"E02004581",8148
"E02004582",7023
"E02004583",8917
"E02004584",6640
"E02004585",8667
"E02004586",8316
"E02004587",8154
"E02004588",7192
"E02004589",7669
"E02004590",8415
"E02004591",7651
"E02004592",13858
"E02004593",8833
"E02004594",8799
"E02004595",14845
"E02004596",10863
"E02004597",8787
"E02004598",11205
"E02004599",7918
"E02004600",5480
"E02004601",5482
"E02004602",6411
"E02004603",8228
"E02004604",8127
"E02004605",5588
"E02004606",10045
"E02004607",9411
"E02004608",10154
"E02004609",6957
"E02004610",7577
"E02004611",11732
"E02004612",9022
"E02004613",6442
"E02004614",5387
"E02004615",8513
"E02004616",9690
"E02004617",9288
"E02004618",7278
"E02004619",7383
"E02004620",8431
"E02004621",6574
"E02004622",7487
"E02004623",9094
"E02004624",6686
"E02004625",9840
"E02004626",10356
"E02004627",6258
"E02004628",7993
"E02004629",13153
"E02004630",6615
"E02004631",5117
"E02004632",10887
"E02004633",8453
"E02004634",10830
"E02004635",7445
"E02004636",7875
"E02004637",9208
"E02004638",5797
"E02004639",10459
"E02004640",8259
"E02004641",7339
"E02004642",11922
"E02004643",7982
"E02004644",9012
"E02004645",9102
"E02004646",8876
"E02004647",5963
"E02004648",5656
"E02004649",7331
"E02004650",14928
"E02004651",10506
"E02004652",6568
"E02004653",7131
"E02004654",11799
"E02004655",8016
"E02004656",11663
"E02004657",6817
"E02004658",6248
"E02004659",7061
"E02004660",6690
"E02004661",8673
"E02004662",6557
"E02004663",6601
"E02004664",7647
"E02004665",8926
"E02004666",12534
"E02004667",11409
"E02004668",9291
"E02004669",7629
"E02004670",16229
"E02004671",7202
"E02004672",13160
"E02004673",7231
"E02004674",11939
"E02004675",7278
"E02004676",7665
"E02004677",7518
"E02004678",7213
"E02004679",9934
"E02004680",7650
"E02004681",14074
"E02004682",8233
"E02004683",7687
"E02004684",10775
"E02004685",7988
"E02004686",8587
"E02004687",7555
"E02004688",7807
"E02004689",5378
"E02004690",7794
"E02004691",7672
"E02004692",7071
"E02004693",7228
"E02004694",7209
"E02004695",8409
"E02004696",7035
"E02004697",6923
"E02004698",6515
"E02004699",10904
"E02004700",5963
"E02004702",8093
"E02004703",12404
"E02004704",5715
"E02004705",9457
"E02004706",7791
"E02004707",11498
"E02004708",9451
"E02004709",8394
"E02004710",6532
"E02006829",7205
"E02006838",6993
"E02004712",8962
"E02004713",8044
"E02004714",7741
"E02004715",9391
"E02004716",8889
"E02004717",12439
"E02004718",9248
"E02004719",10940
"E02004720",11226
"E02004721",11437
"E02004722",7203
"E02004723",9907
"E02004724",8720
"E02004725",5471
"E02004726",5902
"E02004727",9994
"E02004728",9298
"E02004729",7457
"E02004730",8981
"E02004731",8024
"E02004732",8633
"E02004733",8057
"E02004734",10649
"E02004735",7552
"E02004736",8044
"E02004737",7985
"E02004738",7414
"E02004739",6951
"E02004740",7299
"E02004741",7789
"E02004742",7529
"E02004743",7427
"E02004744",9848
"E02004745",8944
"E02004746",11234
"E02004747",6799
"E02004748",10129
"E02004749",7209
"E02004750",7771
"E02004751",8107
"E02004752",8052
"E02004753",10781
"E02004754",7179
"E02004755",12304
"E02004756",8867
"E02004757",7891
"E02004758",9069
"E02004759",8460
"E02004760",10090
"E02004761",6808
"E02004764",8331
"E02004765",6101
"E02004766",7093
"E02004767",6289
"E02004768",5577
"E02004769",6456
"E02004770",7008
"E02004771",9415
"E02004772",9557
"E02004774",10110
"E02004775",10172
"E02004776",6073
"E02004777",5519
"E02004778",6230
"E02006822",9170
"E02006830",6927
"E02006831",6311
"E02004779",10781
"E02004780",5993
"E02004781",8437
"E02004782",7899
"E02004783",7294
"E02004784",5650
"E02004785",5622
"E02004786",8585
"E02004787",7456
"E02004788",7147
"E02004789",10684
"E02004790",8140
"E02004791",5518
"E02004792",8453
"E02004793",7567
"E02004794",6957
"E02004795",9474
"E02004796",9818
"E02004797",8194
"E02004798",6279
"E02004799",8079
"E02004800",7670
"E02004801",7952
"E02004802",6519
"E02004803",7246
"E02004804",6824
"E02004805",8132
"E02004806",7837
"E02004807",9046
"E02004808",11300
"E02004809",9951
"E02004810",7563
"E02004811",7580
"E02004812",6407
"E02004813",5982
"E02004814",7154
"E02004815",7622
"E02004816",17794
"E02004817",7911
"E02004818",10185
"E02004819",7921
"E02004820",7338
"E02004821",5248
"E02004822",7708
"E02004823",8611
"E02004824",5850
"E02004825",10737
"E02004826",8850
"E02004827",7503
"E02004828",6731
"E02004829",5920
"E02004830",6864
"E02004831",9773
"E02004832",8483
"E02004833",9955
"E02004834",8109
"E02004835",11197
"E02004836",6920
"E02004837",8184
"E02004838",9590
"E02004839",8802
"E02004840",9800
"E02004841",11751
"E02004842",10577
"E02004843",6922
"E02004844",7340
"E02004845",8057
"E02004846",6207
"E02004847",10704
"E02004848",7650
"E02004849",6694
"E02004850",7512
"E02004851",5905
"E02004852",7774
"E02004853",6712
"E02004854",7729
"E02004855",8386
"E02004856",5764
"E02004857",5995
"E02004858",5160
"E02004859",5274
"E02004860",6057
"E02004861",5489
"E02004862",8010
"E02004863",8029
"E02004864",6505
"E02004865",5626
"E02004866",6722
"E02004867",6667
"E02004868",7454
"E02004869",5861
"E02004870",11600
"E02004871",5194
"E02004872",7423
"E02004873",11696
"E02004874",6160
"E02004875",10203
"E02004876",9303
"E02004877",5265
"E02004896",8323
"E02004897",6635
"E02004898",7616
"E02004899",5460
"E02004900",8041
"E02004901",9388
"E02004902",8364
"E02004903",7689
"E02004904",6499
"E02004905",6531
"E02004906",10674
"E02004907",10314
"E02004908",9937
"E02004909",5811
"E02004910",11302
"E02004911",6750
"E02004912",10543
"E02004913",15406
"E02004914",8189
"E02004915",5631
"E02004916",7385
"E02004917",6353
"E02004918",8584
"E02004919",7868
"E02004920",11652
"E02004921",7890
"E02004922",9886
"E02004923",10213
"E02004956",8983
"E02004957",10708
"E02004958",7867
"E02004959",6254
"E02004960",5759
"E02004961",9730
"E02004962",8996
"E02004963",7450
"E02004964",5641
"E02004965",6974
"E02004966",7658
"E02004967",7946
"E02004968",7447
"E02004969",7087
"E02004970",8141
"E02004971",7927
"E02004972",5855
"E02004973",8109
"E02004974",8707
"E02004975",7940
"E02004976",10548
"E02004977",8707
"E02004978",9417
"E02004979",6738
"E02004996",8432
"E02004997",7936
"E02004998",6735
"E02004999",15505
"E02005000",11905
"E02005001",9187
"E02005002",9646
"E02005003",9825
"E02005004",12257
"E02005005",9988
"E02005006",5928
"E02005007",9367
"E02005008",8463
"E02005009",5844
"E02005010",8047
"E02005011",7697
"E02005012",8970
"E02005013",8374
"E02005014",8740
"E02005015",9854
"E02005016",7933
"E02005017",6892
"E02005018",8933
"E02005019",6759
"E02005020",7617
"E02005021",12067
"E02005022",9170
"E02005023",10699
"E02005025",11188
"E02005026",8166
"E02005027",5675
"E02006855",7142
"E02006856",12839
"E02005028",13295
"E02005029",13960
"E02005030",11665
"E02005031",8649
"E02005032",10260
"E02005033",7501
"E02005034",7543
"E02005035",8392
"E02005036",6618
"E02005037",7081
"E02005038",5763
"E02005039",6782
"E02005040",6542
"E02005041",7278
"E02005042",9185
"E02005043",7482
"E02005044",6581
"E02005045",9482
"E02005046",8249
"E02005047",7767
"E02005048",6724
"E02005049",7006
"E02005050",9835
"E02005051",14070
"E02005052",8160
"E02005053",9969
"E02005054",6726
"E02005055",8810
"E02005056",10835
"E02005057",11808
"E02005058",8104
"E02005059",9711
"E02005060",8151
"E02005061",7230
"E02005062",6974
"E02005063",6914
"E02005064",6661
"E02005065",8203
"E02005066",7736
"E02005067",5753
"E02005068",7114
"E02005069",9070
"E02005070",9334
"E02005071",12074
"E02005072",7731
"E02005073",12552
"E02005074",8131
"E02005075",10958
"E02005076",10022
"E02005077",8172
"E02005078",9187
"E02005079",8811
"E02005080",12469
"E02005081",6751
"E02005082",11841
"E02005083",7542
"E02005084",7475
"E02005085",7548
"E02005086",6350
"E02005087",7189
"E02005088",9696
"E02005089",6650
"E02005090",5874
"E02005091",6869
"E02005093",5976
"E02005094",9663
"E02005095",7511
"E02005096",10169
"E02005097",10190
"E02005098",10537
"E02005099",8003
"E02005100",9961
"E02005101",7074
"E02006832",6025
"E02005102",6424
"E02005103",10373
"E02005104",8080
"E02005105",7964
"E02005106",9899
"E02005107",13210
"E02005109",6833
"E02005110",7175
"E02005111",7449
"E02005112",7189
"E02005113",7358
"E02005114",6610
"E02006879",7620
"E02006880",7136
"E02005115",6703
"E02005116",6772
"E02005117",6427
"E02005118",10977
"E02005119",6316
"E02005120",8592
"E02005121",14188
"E02005122",7524
"E02005123",12775
"E02005124",9016
"E02005125",8557
"E02005126",8234
"E02005127",8967
"E02005128",8652
"E02005129",11552
"E02005130",9043
"E02005131",6720
"E02005132",11386
"E02005133",8566
"E02005134",7910
"E02005135",8076
"E02005136",7772
"E02005137",7958
"E02005138",9356
"E02005139",8690
"E02005140",7592
"E02005141",7411
"E02005142",7305
"E02005143",8414
"E02005144",8814
"E02005145",7726
"E02005146",8281
"E02005147",8715
"E02005148",7486
"E02005149",11313
"E02005150",11826
"E02005151",12823
"E02005153",9568
"E02005154",11972
"E02005155",12846
"E02005156",7238
"E02005157",6771
"E02005158",6752
"E02005159",7827
"E02005160",12694
"E02005161",8705
"E02006833",12236
"E02005162",10527
"E02005163",8218
"E02005164",8690
"E02005165",7691
"E02005166",7318
"E02005167",7873
"E02005168",7818
"E02005169",10064
"E02005170",10209
"E02005171",6404
"E02005172",8722
"E02005173",8676
"E02005174",7763
"E02005175",8966
"E02005176",8773
"E02005177",5979
"E02005178",10573
"E02005179",9068
"E02005180",6731
"E02005181",6340
"E02005182",6046
"E02005183",5833
"E02005184",4984
"E02005185",9059
"E02005186",5885
"E02006881",10073
"E02005189",5554
"E02005190",6051
"E02005191",9448
"E02005192",9082
"E02005193",8483
"E02005194",7985
"E02005195",7942
"E02005196",11193
"E02005197",7332
"E02005198",9903
"E02005199",7630
"E02005200",9451
"E02005201",8437
"E02005202",10379
"E02005203",8022
"E02005204",12245
"E02005205",6760
"E02005206",7492
"E02005207",8578
"E02005208",10184
"E02005209",8556
"E02005210",10330
"E02005211",9044
"E02005212",11033
"E02005213",11232
"E02005214",6428
"E02005215",12417
"E02005216",5396
"E02005217",12797
"E02005218",7281
"E02005219",8466
"E02005220",6083
"E02005221",9985
"E02005222",6182
"E02005223",7145
"E02005224",5278
"E02005225",5801
"E02005226",7996
"E02005228",6054
"E02005229",5902
"E02005230",6603
"E02005231",8221
"E02005233",7683
"E02005234",9839
"E02005235",6061
"E02005236",13864
"E02005237",10905
"E02005238",5941
"E02005239",12700
"E02006871",11959
"E02005240",5299
"E02005241",5553
"E02005242",6155
"E02005243",4843
"E02005244",5968
"E02005245",6766
"E02005246",5173
"E02005247",9589
"E02005248",6907
"E02005249",10503
"E02005250",8657
"E02005251",7263
"E02005252",9469
"E02005253",6476
"E02005254",7918
"E02005255",8933
"E02005256",6554
"E02005257",5893
"E02005258",7822
"E02005259",10298
"E02005260",6474
"E02005261",10100
"E02005262",6632
"E02005263",7110
"E02005264",12702
"E02005265",10606
"E02005266",8879
"E02005267",7363
"E02005268",9274
"E02005269",11113
"E02005270",7448
"E02005271",8136
"E02005272",8955
"E02005273",6030
"E02005274",7729
"E02005275",5888
"E02005276",9235
"E02005277",8605
"E02005278",7979
"E02005279",10531
"E02005280",11060
"E02005281",8982
"E02005284",6101
"E02005285",6348
"E02005286",7854
"E02006884",12577
"E02005287",5363
"E02005288",6169
"E02005289",5949
"E02005290",7226
"E02005291",5621
"E02005292",5831
"E02005293",5386
"E02005294",6950
"E02005295",7449
"E02005296",5978
"E02005297",8322
"E02005298",7882
"E02005299",7698
"E02005300",5106
"E02005301",6330
"E02005302",7531
"E02005303",6295
"E02005304",8699
"E02005305",7678
"E02005306",7347
"E02005307",9263
"E02005308",6582
"E02005309",8397
"E02005310",9253
"E02005311",6653
"E02005312",5970
"E02005313",8743
"E02005314",6405
"E02005315",7989
"E02005316",6632
"E02005317",7360
"E02005318",7525
"E02005319",8006
"E02005320",5999
"E02005321",6326
"E02005322",10370
"E02005323",7536
"E02005324",7023
"E02005325",9514
"E02005326",8538
"E02005327",6620
"E02005328",7719
"E02005329",9548
"E02005330",9083
"E02005331",8123
"E02005332",8662
"E02005334",6116
"E02005335",7272
"E02005336",7544
"E02005337",9939
"E02005338",11161
"E02005339",8592
"E02005340",8916
"E02005341",7773
"E02005342",7351
"E02005343",7759
"E02005344",8854
"E02006820",10673
"E02005345",6653
"E02005346",13397
"E02005347",11521
"E02005348",5692
"E02005349",7595
"E02005350",6709
"E02005351",12687
"E02005352",6543
"E02005353",11012
"E02005354",10367
"E02005355",7428
"E02005356",7432
"E02005357",8617
"E02005358",12022
"E02005359",7378
"E02005360",6800
"E02005361",6781
"E02005362",7529
"E02005363",8988
"E02005364",5361
"E02005365",10326
"E02005366",7578
"E02005368",6440
"E02005369",12362
"E02005370",9437
"E02005371",10448
"E02005372",9863
"E02005373",11768
"E02005374",6948
"E02005375",9752
"E02005376",10523
"E02006816",7996
"E02005377",9034
"E02005378",5353
"E02005379",6332
"E02005380",8987
"E02005381",8765
"E02005382",10942
"E02005383",9243
"E02005384",7370
"E02005385",6537
"E02005386",8991
"E02005387",10091
"E02005388",6163
"E02005389",5853
"E02005390",10005
"E02005391",9714
"E02005392",9146
"E02005393",7290
"E02005394",9794
"E02005395",8742
"E02005396",6708
"E02005397",9272
"E02005398",6633
"E02005399",8271
"E02005400",5860
"E02005401",6540
"E02005402",6776
"E02005403",6785
"E02005404",8625
"E02005405",6977
"E02005406",8217
"E02005407",10629
"E02005408",8099
"E02005409",12125
"E02005412",8757
"E02005414",8182
"E02005415",8029
"E02005416",8579
"E02006818",8185
"E02006911",15581
"E02005417",7471
"E02005418",11654
"E02005419",9300
"E02005420",8906
"E02005422",6333
"E02005423",10277
"E02006864",8708
"E02006865",8188
"E02005424",10214
"E02005425",6435
"E02005426",10533
"E02005427",7104
"E02005428",8262
"E02005429",6331
"E02005430",7116
"E02005431",8798
"E02005432",7785
"E02005433",6970
"E02005434",7494
"E02005435",7355
"E02005436",8208
"E02005437",5942
"E02005438",7117
"E02005439",12334
"E02005440",5400
"E02005441",8632
"E02005442",6037
"E02005443",7252
"E02005444",12453
"E02005445",12135
"E02005446",11461
"E02005447",7672
"E02005448",7018
"E02005449",9406
"E02005450",7914
"E02005451",7934
"E02005452",10767
"E02005453",11045
"E02005455",14325
"E02005456",10827
"E02005457",8754
"E02005458",6904
"E02005459",8366
"E02005460",6599
"E02005461",6346
"E02005462",9950
"E02005463",9854
"E02005464",8591
"E02006866",8575
"E02006867",8013
"E02005465",8647
"E02005466",6692
"E02005467",7579
"E02005468",7629
"E02005469",8151
"E02005470",13228
"E02005471",9943
"E02005472",9949
"E02005473",10326
"E02005474",6836
"E02005475",6877
"E02005476",7232
"E02005477",9096
"E02005478",9872
"E02005479",9396
"E02005480",7656
"E02005481",12829
"E02005482",9688
"E02005483",7923
"E02005484",7258
"E02005485",7746
"E02005486",9804
"E02005487",9754
"E02005488",6946
"E02005489",7209
"E02005490",9368
"E02005491",11448
"E02005492",9813
"E02005493",10158
"E02005494",10123
"E02005495",10731
"E02005496",6484
"E02005497",7823
"E02005498",7415
"E02005499",8530
"E02005500",7427
"E02005501",8027
"E02005502",9655
"E02005503",7467
"E02005504",9182
